Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,Keyword Intents,URL,Traffic Change,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,Position Type,Keyword SERP Features (New),Keyword SERP Features (Lost)
self generated certificate,7,1,390,57,4.10,informational,https://devcenter.heroku.com/articles/ssl-certificate-self,-169,0.01,36.00,0.02,133,"81, 20, 4, 45, 62, 62, 2, 8, 8, 6, 10, 5",2026-06-28,Organic,"People also ask, AI overview",
salesforce login,0,14,165000,54,6.81,"navigational, transactional",https://www.heroku.com/,-165,0,0.00,0.05,69200000,"36, 36, 36, 36, 30, 30, 30, 30, 30, 36, 24, 24",2026-03-15,Organic,,
heroku pricing,2,2,1300,50,8.04,"navigational, transactional",https://www.heroku.com/blog/new-low-cost-plans/,161,0.31,1374.00,0.12,102,"66, 79, 54, 41, 54, 66, 66, 54, 41, 41, 36, 30",2026-06-11,Organic,,AI overview
heroku redis,1,3,170,35,0.00,"navigational, transactional",https://elements.heroku.com/addons/heroku-key-value-store,134,0.24,0.00,0.01,107,"43, 43, 54, 29, 22, 35, 29, 54, 54, 35, 35, 35",2026-06-26,Organic,,AI overview
postgres,0,5,22200,100,5.04,"informational, navigational",https://www.heroku.com/postgres/,-133,0,0.00,0.24,136,"54, 29, 44, 24, 44, 36, 36, 29, 44, 66, 29, 44",2026-03-15,Organic,,
postgres on heroku,2,1,140,51,8.41,"informational, transactional",https://devcenter.heroku.com/articles/heroku-postgresql,-133,0,25.00,0.12,106,"18, 44, 54, 11, 18, 23, 28, 28, 11, 11, 6, 11",2026-06-16,Organic,Discussions and forums,AI overview
heroku redis,2,1,170,35,0.00,"navigational, transactional",https://devcenter.heroku.com/articles/heroku-redis,-132,0,0.00,0.01,107,"43, 43, 54, 29, 22, 35, 29, 54, 54, 35, 35, 35",2026-06-26,Organic,,AI overview
heroku support,1,2,170,38,0.00,navigational,https://help.heroku.com/,132,0.24,0.00,0.01,145,"81, 65, 65, 53, 43, 65, 53, 43, 43, 53, 34, 65",2026-05-16,Organic,,
heroku support,2,1,170,38,0.00,navigational,https://www.heroku.com/support/,-132,0,0.00,0.01,145,"81, 65, 65, 53, 43, 65, 53, 43, 43, 53, 34, 65",2026-05-16,Organic,,
8.0 8.0,5,0,5400,59,11.49,informational,https://devcenter.heroku.com/changelog-items/3425,129,0.23,1482.00,0.01,166,"100, 54, 0, 5, 66, 0, 0, 0, 66, 0, 0, 0",2026-06-25,Organic,,
heroku postgres pricing,1,1,480,49,16.46,"navigational, transactional",https://elements.heroku.com/addons/heroku-postgresql,128,0.69,6320.00,0.04,107,"32, 39, 32, 88, 26, 32, 39, 39, 26, 100, 59, 26",2026-06-24,Organic,,AI overview
heroku env variables,1,1,480,36,0.00,navigational,https://devcenter.heroku.com/articles/config-vars,128,0.69,0.00,0.33,109,"100, 21, 14, 7, 26, 72, 26, 39, 21, 48, 59, 100",2026-06-07,Organic,People also ask,Video Carousel
cant edit confit vars heroku,2,2,390,21,0.00,informational,https://devcenter.heroku.com/articles/config-vars,-124,0.05,0.00,0,5740000,"100, 0, 0, 0, 0",2026-06-29,Organic,,
heroku api keys,1,0,140,16,0.00,informational,https://help.heroku.com/PBGP6IDE/how-should-i-generate-an-api-key-that-allows-me-to-use-the-heroku-platform-api,112,0.2,0.00,0.33,109,"1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 100",2026-06-15,Organic,,
heroku postgres news,1,12,140,50,0.00,"navigational, transactional",https://www.heroku.com/blog/heroku-postgres-17-new-upgrade-process-faster-performance-easier-upgrade/,112,0.2,0.00,0,111,"100, 0, 0, 0, 0, 0",2026-06-19,Organic,,
heroku tail logs,1,1,140,33,0.00,informational,https://devcenter.heroku.com/articles/logging,109,0.2,0.00,0.02,108,"34, 43, 34, 43, 53, 34, 43, 43, 65, 81, 34, 34",2026-06-24,Organic,,"Related searches, AI overview"
postgres on heroku,1,2,140,51,8.41,"informational, transactional",https://www.heroku.com/postgres/,109,0.2,941.00,0.12,106,"18, 44, 54, 11, 18, 23, 28, 28, 11, 11, 6, 11",2026-06-16,Organic,Discussions and forums,AI overview
heroku paas,1,1,170,52,18.37,informational,https://www.heroku.com/platform/,-108,0,73.00,0.01,106,"17, 53, 28, 43, 66, 43, 43, 43, 35, 100, 23, 66",2026-06-03,Organic,"Video Carousel, AI overview",
platform as a service heroku,1,1,210,35,18.37,"informational, navigational",https://www.heroku.com/platform/,-107,0,91.00,0.01,157,"22, 43, 35, 29, 29, 54, 35, 54, 54, 100, 43, 81",2026-06-03,Organic,Discussions and forums,
sumo search,0,1,1300,26,0.00,informational,https://devcenter.heroku.com/articles/sumologic,-107,0,0.00,0,33400000,"4, 4, 4, 3, 4, 3, 3, 3, 3, 1, 1, 1",2026-03-15,Image pack,,
herok,1,1,590,61,18.59,navigational,https://www.heroku.com/,-104,0.85,8774.00,0.15,155,"20, 16, 68, 31, 100, 25, 13, 52, 11, 16, 16, 25",2026-06-09,Organic,People also ask,
heroku psql,1,1,140,32,8.41,"navigational, transactional",https://devcenter.heroku.com/articles/heroku-postgresql,-102,0.06,285.00,0.12,107,"14, 39, 9, 11, 21, 7, 14, 9, 11, 9, 7, 11",2026-06-04,Organic,Discussions and forums,AI overview
heroku',1,1,140,55,18.59,navigational,https://www.heroku.com/,-102,0.06,632.00,0.15,117,"1, 0, 8, 0, 1, 1, 68, 0, 0, 0, 0, 0",2026-05-28,Organic,Knowledge panel,Video Carousel
11.0.19,11,0,5400,14,0.00,informational,https://devcenter.heroku.com/changelog-items/2576,102,0.18,0.00,0.01,41400,"0, 0, 0, 0, 0, 81, 100, 66, 44, 54, 100, 81",2026-06-29,Organic,,
what is heroku,1,1,880,37,15.76,navigational,https://www.heroku.com/,98,0.17,1544.00,0.01,107,"52, 52, 68, 46, 37, 46, 46, 37, 37, 37, 46, 37",2026-06-13,AI overview,Short videos,
herkou,1,1,70,47,18.59,navigational,https://www.heroku.com/,-95,0.03,316.00,0.15,150,"4, 19, 4, 3, 3, 3, 3, 29, 3, 2, 3, 3",2026-06-03,Organic,"Video Carousel, Short videos",Knowledge panel
huruko,3,0,5400,45,18.59,informational,https://www.heroku.com/,94,0.17,1747.00,0.15,12600,"0, 0, 0, 0, 0, 0, 0, 0, 66, 66, 100, 81",2026-06-24,People also ask,,
heoroku,1,1,170,43,18.59,navigational,https://www.heroku.com/,-94,0.07,780.00,0.15,165,"0, 0, 100, 0, 0, 36, 0, 0, 0, 0, 0, 0",2026-05-28,Organic,,"Image pack, Video Carousel"
.toml,0,1,480,,0.00,"informational, navigational",https://www.heroku.com/blog/why-buildpacks-use-toml/,-94,0,0.00,0,6130000,"24, 30, 24, 3, 0, 0, 0, 100, 0, 0, 41, 0",2026-03-15,AI overview,,
heroku news,1,0,2400,50,0.00,informational,https://www.heroku.com/blog/category/news/,94,0.17,0.00,0.33,109,"0, 1, 0, 0, 54, 100, 0, 36, 0, 4, 0, 1",2026-06-26,AI overview,,
heroku django,2,1,140,47,0.00,informational,https://www.heroku.com/python/,-94,0.03,0.00,0.07,109,"28, 35, 28, 35, 35, 35, 43, 43, 43, 43, 43, 43",2026-06-07,Organic,Video Carousel,
herku,1,2,140,34,0.00,informational,https://www.heroku.com/,90,0.2,0.00,0.04,374000,"8, 3, 0, 5, 20, 0, 1, 0, 1, 1, 1, 0",2026-06-07,Organic,,Ads middle
heroku pg:diagnose,1,0,110,14,0.00,informational,https://www.heroku.com/blog/pg-diagnose/,88,0.16,0.00,0.33,106,"100, 65, 12, 65, 12, 21, 43, 100, 21, 12, 0, 0",2026-06-14,Organic,,
heroku console,1,2,110,34,0.00,navigational,https://www.heroku.com/,87,0.16,0.00,0.33,122,"80, 23, 33, 66, 52, 42, 66, 42, 52, 42, 52, 42",2026-05-28,Organic,,AI overview
heroku cli download,1,1,110,32,0.00,informational,https://devcenter.heroku.com/articles/heroku-cli,86,0.16,0.00,0,102,"66, 66, 43, 35, 17, 17, 12, 17, 10, 17, 12, 7",2026-05-12,Organic,People also ask,
heroku rails,1,2,110,34,0.00,"navigational, transactional",https://www.heroku.com/ruby/,86,0.16,0.00,0.01,107,"42, 42, 33, 52, 52, 66, 52, 42, 66, 66, 42, 42",2026-06-03,Organic,,"Video Carousel, People also ask, Related searches"
heroku github,2,1,110,60,0.00,"navigational, transactional",https://www.heroku.com/github-students/,-86,0,0.00,0.02,109,"1, 2, 2, 5, 4, 3, 4, 3, 4, 4, 7, 16",2026-05-15,Organic,People also ask,"Video Carousel, AI overview"
heroku logs tail,1,1,110,35,6.29,informational,https://devcenter.heroku.com/articles/logging,-86,0,12.00,0.05,108,"23, 53, 17, 17, 23, 35, 66, 17, 23, 28, 35, 28",2026-06-27,Organic,"People also ask, AI overview",
herokuapp,0,1,1300,63,4.22,transactional,https://www.heroku.com/what/,-85,0,0.00,0.11,5550000,"24, 24, 24, 24, 24, 24, 15, 15, 19, 19, 19, 15",2026-03-15,People also ask,,
install heroku cli,1,1,110,36,0.00,"informational, transactional",https://devcenter.heroku.com/articles/heroku-cli,84,0.16,0.00,0.33,107,"28, 28, 18, 23, 18, 23, 23, 15, 15, 15, 15, 18",2026-06-19,Organic,"People also ask, Discussions and forums",
paas heroku,1,1,170,53,18.37,informational,https://www.heroku.com/platform/,-84,0,73.00,0.01,103,"9, 3, 43, 81, 100, 53, 34, 65, 81, 81, 21, 34",2026-06-03,Organic,AI overview,
heroku view logs,1,1,210,27,0.00,informational,https://devcenter.heroku.com/articles/logging,-83,0,0.00,0.33,109,"14, 14, 14, 22, 35, 35, 35, 35, 100, 81, 54, 54",2026-05-31,Organic,,
heroku costs,1,1,210,45,15.20,"navigational, transactional",https://www.heroku.com/pricing/,80,0.3,2553.00,0.06,100,"7, 12, 12, 67, 10, 5, 5, 10, 12, 100, 36, 19",2026-06-20,Organic,,
sendrid,0,8,3600,58,5.41,"navigational, transactional",https://devcenter.heroku.com/articles/sendgrid,-79,0,0.00,0.51,1960000,"10, 28, 100, 54, 43, 54, 54, 81, 54, 43, 66, 43",2026-03-15,Organic,,
kubecon 2025,0,2,2400,62,0.00,informational,https://www.heroku.com/events/2025/kubecon-cloudnativecon-north-america-2025/,-78,0,0.00,0.01,120,"28, 19, 24, 24, 24, 24, 28, 54, 54, 66, 100, 4",2026-03-15,People also ask,,
.toml file,0,1,2400,58,0.00,informational,https://www.heroku.com/blog/why-buildpacks-use-toml/,-77,0,0.00,0,4210000,"8, 7, 8, 66, 36, 28, 100, 66, 0, 13, 15, 43",2026-03-15,AI overview,,
heroku procfile,2,1,90,57,0.00,informational,https://devcenter.heroku.com/articles/procfile,-77,0.02,0.00,0.33,109,"12, 12, 12, 10, 7, 10, 7, 7, 7, 7, 12, 12",2026-06-04,Organic,,Related searches
heroku pricing,4,3,1300,50,8.04,"navigational, transactional",https://devcenter.heroku.com/articles/usage-and-billing,77,0.15,675.00,0.12,102,"66, 79, 54, 41, 54, 66, 66, 54, 41, 41, 36, 30",2026-06-11,Organic,,AI overview
heroku login,1,0,1900,69,8.20,"navigational, transactional",https://id.heroku.com/,74,0.13,606.00,0.01,107,"66, 80, 52, 52, 66, 66, 52, 52, 52, 44, 44, 52",2026-06-30,AI overview,,
sendgrid,0,28,49500,61,5.41,navigational,https://devcenter.heroku.com/articles/sendgrid,-74,0,0.00,0.51,133,"66, 66, 100, 66, 81, 66, 81, 66, 66, 66, 66, 66",2026-03-15,Organic,,
heroku deploy,1,0,22200,62,11.24,"informational, navigational",https://devcenter.heroku.com/articles/preparing-a-codebase-for-heroku-deployment,74,0.13,831.00,0.16,107,"0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 44, 100",2026-06-25,AI overview,,
.heroku,1,0,90,52,18.59,navigational,https://www.heroku.com/,72,0.13,1338.00,0.15,0,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100",2026-06-22,Organic,,
heroku rails,2,1,110,34,0.00,"navigational, transactional",https://devcenter.heroku.com/articles/getting-started-with-rails8,-70,0,0.00,0.01,107,"42, 42, 33, 52, 52, 66, 52, 42, 66, 66, 42, 42",2026-06-03,Organic,,"Video Carousel, People also ask, Related searches"
install heroku terminal,1,1,90,49,0.00,informational,https://devcenter.heroku.com/articles/heroku-cli,70,0.13,0.00,0.33,112,"15, 15, 18, 15, 11, 15, 18, 15, 11, 11, 11, 15",2026-06-02,Organic,,Image pack
heroku free hosting,1,1,90,44,4.33,"informational, transactional",https://www.heroku.com/pricing/,-70,0,8.00,0.32,131,"7, 2, 2, 1, 1, 1, 1, 0, 1, 1, 0, 1",2026-05-24,Organic,"People also ask, Discussions and forums, AI overview",Video Carousel
request id,1,1,720,33,4.40,informational,https://devcenter.heroku.com/articles/http-request-id,69,0.17,418.00,0.05,112,"55, 67, 55, 55, 67, 55, 55, 55, 55, 45, 45, 55",2026-05-30,Organic,,Image pack
autoidle,1,0,260,9,0.00,informational,https://elements.heroku.com/addons/autoidle,64,0.11,0.00,0.33,130,"1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 81, 100",2026-06-06,Organic,,
heroku api token,0,1,320,24,0.00,"informational, navigational",https://devcenter.heroku.com/articles/platform-api-reference,-62,0,0.00,0,5580000,"1, 1, 8, 8, 16, 5, 3, 6, 30, 20, 55, 100",2026-03-15,AI overview,,
hiroku,0,1,320,31,5.39,"informational, navigational",https://www.heroku.com/,-62,0,0.00,0.03,181000,"8, 3, 3, 7, 5, 3, 3, 3, 2, 3, 3, 2",2026-03-15,AI overview,,
is heroku free,0,1,320,43,0.00,"informational, transactional",https://www.heroku.com/,-62,0,0.00,0.03,9590000,"39, 48, 32, 32, 26, 21, 26, 59, 17, 39, 14, 11",2026-03-15,AI overview,,
dynos,1,2,590,47,0.00,informational,https://www.heroku.com/dynos/,60,0.14,0.00,0.01,127,"2, 3, 4, 5, 16, 8, 7, 3, 5, 3, 8, 2",2026-06-10,Organic,,
version ruby,0,3,720,54,0.00,informational,https://devcenter.heroku.com/articles/ruby-versions,-59,0,0.00,0,131,"10, 81, 81, 100, 62, 0, 10, 36, 55, 45, 45, 36",2026-03-15,Organic,,
everlane.com software platform,2,0,1300,20,0.00,informational,https://www.heroku.com/customers/everlane/,57,0.1,0.00,0,263000,100,2026-06-26,Organic,,
heroku deploy,7,10,22200,62,11.24,"informational, navigational",https://devcenter.heroku.com/articles/heroku-button,57,0.1,640.00,0.16,107,"0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 44, 100",2026-06-25,Organic,"People also ask, AI overview",
cloud application development company,3,0,880,30,0.00,informational,https://www.heroku.com/,57,0.1,0.00,0.07,1600000000,"20, 45, 45, 36, 24, 30, 62, 81, 100, 45, 45, 81",2026-05-10,Organic,,
pgvector,0,8,4400,44,6.21,informational,https://devcenter.heroku.com/articles/pgvector-heroku-postgres,-57,0,0.00,0.21,486000,"53, 81, 81, 100, 81, 66, 81, 66, 81, 81, 81, 66",2026-03-15,Organic,,
herouk,1,1,140,59,18.59,navigational,https://www.heroku.com/,-56,0.2,2082.00,0.15,170,"0, 0, 100, 1, 1, 0, 1, 0, 0, 0, 0, 0",2026-06-04,Organic,,"Knowledge panel, Top stories"
heroku mongodb,1,1,210,28,0.00,informational,https://devcenter.heroku.com/articles/ormongo,56,0.3,0.00,0.04,106,"11, 18, 11, 35, 28, 28, 28, 44, 100, 54, 44, 23",2026-06-15,Organic,,AI overview
heroku pipelines,1,1,210,35,0.00,informational,https://devcenter.heroku.com/articles/pipelines,56,0.3,0.00,0.33,135,"23, 15, 15, 9, 12, 19, 23, 44, 100, 36, 23, 44",2026-05-28,Organic,,
heroku down,1,1,390,44,0.00,navigational,https://status.heroku.com/,56,0.56,0.00,0.33,106,"2, 2, 100, 3, 4, 3, 11, 3, 3, 5, 8, 4",2026-06-13,Organic,,
horeku,1,1,140,59,18.59,navigational,https://www.heroku.com/,-56,0.2,2082.00,0.15,0,"10, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0",2026-06-23,Organic,Video Carousel,Image pack
herokuk,1,0,70,58,7.79,navigational,https://www.heroku.com/,56,0.1,436.00,0.05,0,"0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 0, 0",2026-06-27,Organic,,
heroku jupyter,1,0,70,29,0.00,informational,https://www.heroku.com/blog/jupyter-notebooks-heroku-persistent-storage/,56,0.1,0.00,0.33,111,"9, 6, 6, 12, 21, 15, 9, 12, 21, 100, 6, 6",2026-06-22,Organic,,
heroku app deployment,1,1,70,37,7.92,"informational, navigational",https://devcenter.heroku.com/categories/deployment,55,0.1,443.00,0.14,109,"64, 50, 21, 50, 50, 78, 28, 50, 50, 50, 50, 50",2026-05-17,Organic,People also ask,AI overview
heeroku,1,1,70,52,18.59,navigational,https://www.heroku.com/,-55,0.03,316.00,0.15,148,"2, 0, 35, 0, 0, 2, 100, 2, 2, 0, 0, 0",2026-06-09,Organic,,
heroku vps,1,2,70,41,4.04,"navigational, transactional",https://www.heroku.com/pricing/,55,0.1,226.00,0.27,108,"3, 3, 3, 3, 3, 3, 3, 5, 100, 3, 3, 3",2026-05-19,Organic,"Video Carousel, People also ask",Ads middle
heroku vps,2,1,70,41,4.04,"navigational, transactional",https://www.heroku.com/,-55,0,4.00,0.27,108,"3, 3, 3, 3, 3, 3, 3, 5, 100, 3, 3, 3",2026-05-19,Organic,"Video Carousel, People also ask",Ads middle
heroku mcp,1,1,90,38,0.00,"informational, navigational",https://www.heroku.com/blog/introducing-official-heroku-mcp-server/,-54,0,0.00,0.01,94,"64, 100, 41, 41, 52, 41, 52, 41, 23, 29, 41, 41",2026-06-15,Organic,,
self signed certificate,4,3,1300,63,4.09,informational,https://devcenter.heroku.com/articles/ssl-certificate-self,-53,0.05,126.00,0.01,960000000,"84, 84, 68, 84, 84, 100, 84, 84, 68, 52, 46, 52",2026-05-12,Organic,People also ask,Image pack
private space,0,5,2400,27,1.17,informational,https://www.heroku.com/private-spaces/,-52,0,0.00,0,1640000000,"35, 44, 29, 18, 44, 44, 44, 53, 53, 66, 44, 66",2026-03-15,Organic,,
hirek ext:php,1,0,390,38,0.01,informational,https://devcenter.heroku.com/articles/php-support,51,0.09,0.00,0,10900,"0, 0, 81, 0, 0, 0, 0, 0, 0, 81, 62, 55",2026-05-08,Organic,,
salesforce heroku,0,1,260,36,12.02,"informational, navigational",https://www.heroku.com/connect/,-50,0,0.00,0.11,4200000,"39, 39, 17, 32, 39, 32, 59, 21, 17, 26, 14, 17",2026-03-15,AI overview,,
heruku copy production data to test,0,1,260,24,0.00,informational,https://devcenter.heroku.com/articles/heroku-postgres-backups,-50,0,0.00,0,70,"100, 0, 0, 0, 0, 0, 0",2026-03-15,AI overview,,
heroku pricing,0,1,1300,40,4.31,"navigational, transactional",https://www.heroku.com/blog/new-low-cost-plans/,-50,0,0.00,0.18,4870000,"54, 54, 41, 54, 66, 79, 54, 41, 54, 66, 66, 54",2026-03-15,AI overview,,
heroku ai,1,1,170,36,0.00,"navigational, transactional",https://www.heroku.com/ai/,48,0.24,0.00,0.12,107,"19, 65, 65, 53, 42, 53, 65, 80, 80, 100, 80, 53",2026-06-20,Organic,,Video Carousel
hewroku,1,1,90,59,18.59,navigational,https://www.heroku.com/,48,0.13,1338.00,0.15,0,"0, 0, 0, 30, 0, 0, 0, 0, 0, 55, 0, 0",2026-06-23,Organic,Video Carousel,Image pack
cant edit confit vars heroku,8,6,390,21,0.00,informational,https://help.heroku.com/RVEKYMZQ/how-to-copy-staging-dev-production-application-config-variable-to-review-app-config-vars,-48,0.01,0.00,0,5740000,"100, 0, 0, 0, 0",2026-06-29,Organic,,
11.0.14,15,0,12100,20,0.00,informational,https://devcenter.heroku.com/changelog-items/2361,48,0.08,0.00,0.33,42400,"0, 0, 0, 0, 0, 81, 81, 81, 66, 100, 100, 100",2026-06-28,Organic,,
download heroku cli,1,1,50,32,0.00,informational,https://devcenter.heroku.com/articles/heroku-cli,-48,0.07,0.00,0.02,108,"8, 3, 3, 3, 5, 2, 5, 3, 2, 1, 2, 1",2026-06-17,Organic,"People also ask, AI overview",
9.0.14,17,0,12100,22,0.00,informational,https://devcenter.heroku.com/changelog-items/3621,48,0.08,0.00,0.33,94300,"66, 24, 24, 44, 100, 100, 81, 66, 66, 81, 81, 81",2026-06-26,Organic,,
heroku pipeline,1,1,170,40,0.00,informational,https://devcenter.heroku.com/articles/pipelines,48,0.24,0.00,0.33,134,"53, 43, 28, 15, 21, 28, 53, 81, 100, 81, 53, 53",2026-06-19,Organic,Video Carousel,
