Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,Keyword Intents,URL,Traffic Change,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,Position Type,Keyword SERP Features (New),Keyword SERP Features (Lost)
php web development company,15,2,720,15,0.00,commercial,https://www.cloudways.com/blog/php-development-companies/,-45,0,0.00,0.06,125,"36, 45, 100, 100, 45, 67, 30, 45, 67, 45, 36, 36",2026-07-06,Organic,,"Discussions and forums, Ads middle"
headless wordpress,4,6,1600,32,15.67,informational,https://www.cloudways.com/blog/headless-wordpress-cms/,43,0.13,752.00,0.25,48,"36, 36, 27, 20, 20, 24, 36, 36, 36, 36, 80, 100",2026-07-18,Organic,,"Discussions and forums, AI overview"
managed services cloud hosting,0,1,720,31,16.60,informational,https://www.cloudways.com/en/,-43,0,0.00,0.17,156,"20, 81, 55, 81, 100, 36, 24, 24, 45, 20, 13, 8",2026-07-14,AI overview,,
hosting wordpress,11,0,8100,75,25.62,informational,https://www.cloudways.com/en/wordpress-hosting.php,40,0.11,1024.00,0.32,131,"19, 36, 81, 24, 54, 100, 66, 29, 66, 13, 19, 13",2026-07-20,Organic,,
cloudways cloud hosting,1,0,50,59,0.00,"navigational, transactional",https://www.cloudways.com/en/,40,0.11,0.00,0.01,0,"14, 14, 14, 14, 14, 14, 14, 14, 78, 78, 78, 100",2026-07-13,Organic,,
agency hosting,1,1,480,51,3.00,commercial,https://www.cloudways.com/en/hosting-for-agencies.php,40,0.34,357.00,0.5,145,"10, 16, 30, 36, 30, 24, 30, 36, 81, 30, 30, 24",2026-07-20,Organic,AI overview,
cloudways magento hosting,1,0,50,25,13.42,"informational, transactional",https://www.cloudways.com/en/magento-hosting.php,40,0.11,536.00,0.03,130,"18, 100, 27, 18, 18, 18, 18, 18, 100, 18, 100, 18",2026-07-09,Organic,,
cloudwas,1,1,210,62,0.00,navigational,https://www.cloudways.com/en/,-40,0.48,0.00,0,0,"8, 0, 0, 0, 0, 0, 0, 65, 0, 0, 0, 1",2026-07-12,Organic,Top stories,Video Carousel
cloudways code,1,1,70,21,0.00,informational,https://www.cloudways.com/en/promo-code.php,-39,0,0.00,0.03,89,"9, 9, 33, 23, 33, 33, 52, 52, 42, 42, 100, 23",2026-06-30,Organic,"Video Carousel, People also ask, AI overview",Image pack
dns made easy,0,7,1600,28,4.92,informational,https://www.cloudways.com/en/dns-made-easy.php,-38,0,0.00,0.02,114,"22, 22, 29, 43, 43, 36, 36, 29, 29, 54, 43, 54",2026-07-17,Organic,,
agência de marketing digital,0,4,1600,55,5.24,informational,https://www.cloudways.com/pt/blog/melhores-agencias-de-marketing-digital/,-35,0,0.00,0.08,136000000,"100, 52, 66, 80, 52, 52, 20, 13, 44, 20, 20, 24",2026-06-26,Organic,,
is cloudways down,1,0,40,13,0.00,navigational,https://status.cloudways.com/,32,0.09,0.00,0.02,0,"9, 9, 23, 9, 9, 9, 9, 9, 9, 9, 100, 23",2026-07-19,Organic,,
tutor lms,0,2,1000,40,3.89,"informational, transactional",https://www.cloudways.com/blog/tutor-lms-wordpress-plugin-review/,-32,0,0.00,0.58,108,"68, 37, 37, 68, 68, 52, 52, 68, 37, 52, 31, 37",2026-07-22,People also ask,,
cloudwaya,1,1,110,48,28.21,navigational,https://www.cloudways.com/en/,32,0.25,2482.00,0.49,0,"4, 100, 0, 1, 0, 0, 0, 0, 0, 0, 0, 100",2026-07-18,Organic,,Knowledge panel
cloudways',1,0,40,75,28.21,navigational,https://www.cloudways.com/en/,32,0.09,902.00,0.49,0,"0, 2, 0, 2, 0, 0, 0, 0, 100, 0, 0, 2",2026-07-09,Organic,,
cloudways black friday deals,0,1,40,26,0.00,"informational, transactional",https://www.cloudways.com/en/promo-code.php,-32,0,0.00,0.14,92,"100, 71, 28, 28, 28, 28, 28, 57, 71, 100, 100, 57",2026-07-12,Organic,,
secure wordpress hosting,5,12,1000,50,20.18,"commercial, informational",https://www.cloudways.com/en/secure-wordpress-hosting.php,32,0.1,706.00,0.1,142,"55, 45, 76, 76, 45, 67, 76, 100, 100, 76, 76, 100",2026-07-03,Organic,"Video Carousel, Ads middle",Discussions and forums
cloudways features,1,0,40,59,0.00,informational,https://www.cloudways.com/en/features.php,32,0.09,0.00,0.33,98,"28, 28, 28, 100, 42, 71, 71, 57, 42, 57, 57, 57",2026-07-15,Organic,,
woblogger.com cloud hosting,14,9,1300,15,0.00,navigational,https://www.cloudways.com/en/hosting-for-bloggers.php,-31,0.01,0.00,0,569,"79, 100, 20, 8",2026-07-22,Organic,,AI overview
cloudways black friday deals,1,2,40,20,0.00,informational,https://www.cloudways.com/blog/thanksgiving-black-friday-cyber-monday-deal/,31,0.09,0.00,0.04,99,"28, 28, 28, 57, 71, 100, 100, 57, 28, 28, 57, 57",2026-07-12,Organic,,
magento seo optimization,15,3,480,13,25.94,informational,https://www.cloudways.com/blog/magento-seo/,-30,0,25.00,0.01,126,"48, 17, 48, 59, 48, 48, 48, 48, 48, 48, 48, 48",2026-07-14,Organic,Ads middle,
translate net err_unknown_url_scheme from german,1,0,720,22,2.51,informational,https://www.cloudways.com/blog/err_unknown_url_scheme/,29,0.08,72.00,0.02,109,"59, 59, 17, 72, 100, 72, 100, 100, 59, 59, 88, 100",2026-07-23,People also ask,,
web hosting agency,0,1,480,75,12.13,commercial,https://www.cloudways.com/en/hosting-for-agencies.php,-29,0,0.00,0.23,69400000,"7, 7, 11, 24, 16, 7, 100, 13, 20, 3, 2, 3",2026-07-03,AI overview,,
latest version in php,0,1,720,66,0.00,"informational, transactional",https://www.cloudways.com/blog/php-version-history/,-29,0,0.00,0.33,134,"6, 6, 5, 8, 55, 100, 76, 76, 76, 76, 76, 76",2026-07-22,People also ask,,
wordpress web design agency,8,12,1900,25,16.70,commercial,https://www.cloudways.com/blog/wordpress-agencies/,29,0.1,601.00,0.04,156,"100, 24, 82, 100, 82, 65, 44, 55, 100, 55, 55, 82",2026-07-18,Organic,,Local pack
how long to do website migration,1,1,170,15,0.00,informational,https://www.cloudways.com/blog/how-long-to-do-website-migration/,28,0.12,0.00,0,154,"7, 23, 43, 43, 12, 28, 82, 10, 53, 53, 53, 66",2026-06-27,Organic,,"Related searches, AI overview"
cloudways discount,0,1,140,47,0.00,"informational, transactional",https://www.cloudways.com/en/promo-code.php,-27,0,0.00,0.18,99,"12, 7, 10, 5, 15, 3, 19, 19, 7, 23, 23, 29",2026-07-08,AI overview,,
kinsta alternatives,1,0,140,30,14.66,"commercial, informational",https://www.cloudways.com/en/kinsta-alternative.php,27,0.07,395.00,0.21,16,"8, 8, 18, 4, 29, 54, 6, 18, 66, 43, 66, 22",2026-07-18,AI overview,,
hosted cloud solutions,1,0,140,64,0.00,"commercial, informational",https://www.cloudways.com/en/,27,0.07,0.00,0.03,141,"23, 43, 82, 66, 35, 17, 23, 43, 43, 17, 17, 17",2026-07-22,AI overview,,
cloudway login,1,0,110,19,1.26,"navigational, transactional",https://unified.cloudways.com/,27,0.07,34.00,0.18,121,"0, 54, 0, 0, 0, 0, 0, 0, 44, 100, 0, 0",2026-07-04,Organic,,
magento seo advice,9,24,1300,15,2.78,"commercial, informational",https://www.cloudways.com/blog/magento-seo/,27,0.08,77.00,0.33,23,"20, 5, 44, 27, 16, 52, 100, 52, 24, 20, 3, 5",2026-07-21,Organic,,"Video Carousel, Related searches"
empresas de marketing digital,14,1,210,21,6.11,informational,https://www.cloudways.com/es/blog/las-mejores-agencias-de-marketing-digital/,-26,0,0.00,0.17,135,"54, 100, 44, 54, 28, 35, 23, 15, 15, 11, 23, 18",2026-07-05,Organic,"Knowledge panel, Video Carousel",
managed magento hosting,2,1,590,52,37.10,informational,https://www.cloudways.com/en/magento-hosting.php,-25,0.11,1409.00,0.12,119,"72, 59, 59, 59, 59, 39, 39, 48, 48, 32, 59, 72",2026-06-29,Organic,Discussions and forums,
cloudways,4,3,12100,79,28.21,navigational,https://unified.cloudways.com/,-25,0.27,2708.00,0.49,0,"54, 44, 44, 36, 44, 36, 36, 100, 54, 44, 54, 54",2026-07-21,Organic,,Knowledge panel
managed cloud server hosting,1,1,170,69,0.00,informational,https://www.cloudways.com/en/,25,0.09,0.00,0.33,152,"43, 34, 65, 100, 100, 9, 21, 81, 81, 65, 34, 15",2026-07-02,AI overview,People also ask,Discussions and forums
what cms,3,2,2900,54,10.81,informational,https://www.cloudways.com/blog/best-cms-platforms/,-24,0.27,1016.00,0.03,127,"44, 66, 53, 44, 53, 53, 53, 53, 53, 44, 44, 44",2026-07-21,People also ask,Video Carousel,
cloud ways hosting,1,0,30,46,18.64,"commercial, navigational",https://www.cloudways.com/en/,24,0.06,447.00,0.04,118,"0, 0, 0, 15, 0, 0, 0, 100, 0, 0, 3, 15",2026-07-20,Organic,,
cloudways log in,1,0,30,58,1.26,"navigational, transactional",https://unified.cloudways.com/,24,0.06,30.00,0.18,6,"0, 29, 5, 82, 0, 0, 0, 100, 0, 0, 0, 5",2026-07-21,Organic,,
coudways,1,1,140,80,28.21,"navigational, transactional",https://www.cloudways.com/en/,-24,0.32,3159.00,0.49,0,"1, 1, 66, 2, 0, 66, 29, 0, 36, 44, 0, 4",2026-07-22,Organic,AI overview,"Knowledge panel, Video Carousel"
a network change was detected,0,1,590,15,0.00,informational,https://www.cloudways.com/blog/fix-err-network-changed-error/,-24,0,0.00,0,114,"36, 30, 36, 36, 45, 36, 36, 45, 45, 45, 36, 45",2026-06-28,People also ask,,
comparison of car insurance quotes,0,2,720,65,52.81,"commercial, informational",https://www.cloudways.com/blog/price-comparison-websites/,-23,0,0.00,0.35,157,"0, 1, 0, 0, 0, 0, 1, 1, 2, 100, 16, 54",2026-07-13,People also ask,,
fastest woocommerce hosting,0,1,210,60,21.70,informational,https://www.cloudways.com/en/woocommerce-hosting.php,-23,0,0.00,0.07,148,"5, 5, 82, 35, 43, 28, 66, 82, 66, 100, 100, 82",2026-07-08,AI overview,,
tutorlms,0,2,720,38,4.41,"informational, transactional",https://www.cloudways.com/blog/tutor-lms-wordpress-plugin-review/,-23,0,0.00,0.65,118,"10, 20, 16, 79, 16, 16, 16, 13, 100, 24, 20, 20",2026-07-17,People also ask,,
hosting magento,1,0,390,51,17.25,informational,https://www.cloudways.com/en/magento-hosting.php,23,0.06,396.00,0.04,126,"54, 81, 66, 54, 44, 36, 36, 54, 36, 54, 36, 54",2026-07-22,AI overview,,
err_blocked_by_response,3,0,1300,29,0.87,informational,https://www.cloudways.com/blog/err-blocked-by-response/,22,0.06,19.00,0.04,58,"44, 44, 44, 44, 55, 44, 44, 44, 44, 34, 44, 65",2026-07-05,People also ask,,
digitalocean,0,18,74000,72,5.42,navigational,https://www.cloudways.com/en/digital-ocean-cloud-hosting.php,-22,0,0.00,0.5,0,"13, 13, 13, 13, 13, 13, 11, 11, 16, 44, 81, 100",2026-07-09,Organic,,
sucuri,5,6,4400,34,3.03,navigational,https://www.cloudways.com/blog/sucuri-site-check/,-22,0.01,12.00,0.11,0,"66, 54, 66, 81, 54, 54, 54, 54, 54, 66, 54, 54",2026-07-17,Organic,"Top stories, Image pack, AI overview",
freelance websites,0,38,74000,50,2.74,commercial,https://www.cloudways.com/blog/best-freelance-websites/,-22,0,0.00,0.13,127,"0, 1, 2, 1, 2, 0, 44, 0, 1, 2, 7, 100",2026-07-19,Organic,,
best drupal hosting,5,0,720,50,8.63,commercial,https://www.cloudways.com/en/drupal-hosting/,21,0.06,181.00,0.1,120,"7, 7, 10, 13, 20, 20, 20, 36, 30, 36, 100, 54",2026-07-18,Organic,,
price comparison website,12,31,8100,76,1.66,commercial,https://www.cloudways.com/blog/price-comparison-websites/,21,0.06,39.00,0.11,121,"3, 3, 5, 3, 3, 4, 8, 5, 3, 2, 100, 66",2026-07-18,Organic,,
picclick usa,0,1,2400,34,0.00,navigational,https://www.cloudways.com/en/resources/case-studies/picclick,-21,0,0.00,0.33,0,"16, 13, 13, 13, 13, 19, 16, 16, 16, 13, 24, 100",2026-07-01,People also ask,,
magento search engine optimization,16,3,480,5,25.94,informational,https://www.cloudways.com/blog/magento-seo/,-21,0,0.00,0.01,99,"29, 54, 81, 67, 54, 100, 81, 54, 54, 44, 29, 36",2026-07-01,Organic,,
best seo reseller program,14,4,880,32,0.00,commercial,https://www.cloudways.com/blog/seo-reseller/,-21,0,0.00,0.33,120,"37, 16, 68, 52, 37, 46, 100, 84, 37, 37, 20, 25",2026-06-29,Organic,,People also ask
cloudway,0,6,880,49,25.43,informational,https://unified.cloudways.com/,-21,0,0.00,0.35,113,"20, 34, 44, 34, 20, 34, 44, 55, 30, 8, 5, 13",2026-07-17,Organic,,
best dropshipping niches 2025,0,6,880,35,1.68,commercial,https://www.cloudways.com/blog/best-dropshipping-products/,-21,0,0.00,0.57,104,"2, 2, 36, 66, 79, 4, 30, 100, 3, 66, 24, 1",2026-06-29,Organic,,
drupal hosting,4,10,1900,51,11.53,commercial,https://www.cloudways.com/en/drupal-hosting/,20,0.06,276.00,0.15,126,"44, 55, 44, 44, 44, 55, 65, 100, 100, 65, 65, 65",2026-07-22,Organic,"Image pack, Video Carousel, People also ask, Discussions and forums",
wordpress shortcode,4,14,320,44,1.56,informational,https://www.cloudways.com/blog/wordpress-shortcodes/,20,0.05,31.00,0.03,51,"30, 24, 20, 20, 20, 20, 13, 13, 20, 30, 36, 36",2026-06-28,Organic,Video Carousel,AI overview
rackspace email portal,7,0,6600,62,0.00,"navigational, transactional",https://support.cloudways.com/en/articles/5131511-how-to-configure-my-email-client-with-rackspace-mailbox,19,0.05,0.00,0.33,7,"1, 0, 0, 2, 54, 100, 0, 1, 19, 81, 100, 100",2026-07-19,People also ask,,
this site can't be reached error,1,0,480,15,0.00,informational,https://www.cloudways.com/blog/fix-this-site-cant-be-reached-error/,19,0.05,0.00,0,114,"1, 6, 5, 6, 3, 100, 8, 8, 20, 100, 100, 24",2026-06-28,People also ask,,
content management system programs,3,0,1600,40,29.33,commercial,https://www.cloudways.com/blog/best-cms-platforms/,19,0.05,557.00,0.03,129,"29, 36, 3, 13, 43, 29, 100, 100, 13, 13, 10, 13",2026-07-22,People also ask,,
car insurance comparison website,0,3,1300,82,50.20,"commercial, informational",https://www.cloudways.com/blog/price-comparison-websites/,-19,0,0.00,0.25,128,"36, 24, 54, 24, 79, 24, 66, 36, 100, 100, 66, 30",2026-07-15,People also ask,,
compare auto insurances,0,6,1600,81,57.72,"commercial, informational",https://www.cloudways.com/blog/price-comparison-websites/,-19,0,0.00,0.6,135,"3, 8, 29, 19, 24, 10, 8, 4, 3, 2, 1, 1",2026-07-14,People also ask,,
magento seo best practices,15,5,880,3,0.00,"commercial, informational",https://www.cloudways.com/blog/magento-seo/,-18,0,0.00,0.01,120,"20, 13, 68, 52, 25, 68, 100, 52, 46, 37, 25, 20",2026-07-10,Organic,,Related searches
woocommerce,18,0,60500,78,5.59,navigational,https://www.cloudways.com/blog/what-is-woocommerce/,18,0.05,100.00,0.56,0,"11, 11, 11, 11, 9, 9, 9, 9, 13, 36, 81, 100",2026-07-18,Organic,,
website maintenance,4,0,8100,43,9.88,informational,https://www.cloudways.com/blog/website-maintenance-services/,18,0.05,177.00,0.21,132,"81, 81, 100, 81, 66, 66, 81, 81, 54, 54, 54, 54",2026-07-21,Image pack,,
high availability wordpress hosting,0,1,140,7,27.54,informational,https://www.cloudways.com/en/autonomous.php,-18,0,0.00,0.27,3850000,"52, 52, 66, 42, 52, 23, 100, 100, 80, 66, 52, 52",2026-06-27,Organic,,
wordpress migration checklist,1,1,110,6,0.00,informational,https://www.cloudways.com/blog/wordpress-migration-checklist/,18,0.07,0.00,0.02,130,"26, 19, 26, 42, 19, 15, 80, 7, 42, 7, 80, 100",2026-06-26,Organic,Video Carousel,"Related searches, AI overview"
site can't be reached error,1,0,260,15,0.00,informational,https://www.cloudways.com/blog/fix-this-site-cant-be-reached-error/,17,0.04,0.00,0,113,"0, 2, 0, 4, 4, 8, 5, 8, 5, 5, 2, 100",2026-06-30,People also ask,,
magento 2 development company,62,7,880,43,0.00,informational,https://www.cloudways.com/blog/magento-development-companies/,-17,0,0.00,0.02,106,"72, 59, 100, 100, 72, 100, 100, 88, 59, 72, 88, 72",2026-07-05,Organic,,
seo in magento 2,11,5,720,31,0.00,informational,https://www.cloudways.com/blog/magento-seo/,-17,0,0.00,0.01,124,"1, 0, 20, 30, 20, 44, 1, 100, 20, 24, 1, 4",2026-07-05,Organic,,
edge caching,1,1,390,37,3.70,informational,https://www.cloudways.com/blog/cdn-vs-edge/,17,0.07,92.00,0.02,134,"17, 17, 21, 21, 26, 11, 11, 48, 59, 72, 100, 88",2026-07-22,People also ask,,Video Carousel
hosting on digitalocean,1,0,90,29,5.62,navigational,https://www.cloudways.com/en/digital-ocean-cloud-hosting.php,17,0.04,95.00,0.51,136,"64, 35, 50, 64, 100, 78, 50, 50, 50, 50, 78, 64",2026-07-14,AI overview,,
recent version of php,7,8,1000,62,0.00,informational,https://www.cloudways.com/blog/php-version-history/,17,0.06,0.00,0.33,128,"81, 62, 6, 45, 81, 62, 62, 62, 62, 62, 62, 62",2026-06-28,Organic,,Video Carousel
cloud host website,1,0,90,77,11.81,informational,https://www.cloudways.com/en/,17,0.04,200.00,0.08,34,"3, 19, 12, 15, 0, 29, 5, 7, 10, 7, 10, 0",2026-07-19,AI overview,,
auto insurance compare quotes,0,5,1600,84,52.81,"commercial, informational",https://www.cloudways.com/blog/price-comparison-websites/,-17,0,0.00,0.35,142,"29, 19, 23, 8, 4, 3, 5, 12, 19, 44, 44, 35",2026-07-02,People also ask,,
wordpress cloud hosting,1,2,260,72,22.88,commercial,https://www.cloudways.com/en/wordpress-hosting.php,-17,0.09,777.00,0.1,124,"24, 20, 24, 7, 5, 7, 5, 13, 2, 4, 13, 8",2026-06-28,Organic,"Video Carousel, People also ask, AI overview",
cloudways promo code 2025,1,1,90,53,0.00,transactional,https://www.cloudways.com/en/promo-code.php,-16,0.2,0.00,0.14,89,"100, 52, 33, 42, 9, 42, 100, 42, 23, 9, 9, 14",2026-07-18,Organic,,
cloudyways,1,1,90,54,28.21,navigational,https://www.cloudways.com/en/,-16,0.2,2031.00,0.49,0,"0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 36",2026-07-18,Organic,,"Knowledge panel, Ads middle"
spocket,19,19,9900,57,3.07,"navigational, transactional",https://www.cloudways.com/blog/spocket-review/,-16,0,6.00,0.57,167,"54, 44, 44, 54, 44, 44, 36, 29, 36, 24, 29, 29",2026-07-19,Organic,,
cloud hosting services,13,8,2400,79,10.65,informational,https://www.cloudways.com/en/,-16,0,10.00,0.16,123,"13, 16, 19, 19, 16, 16, 13, 10, 8, 13, 13, 16",2026-07-20,Organic,,
maple holistics,0,1,1300,41,0.80,navigational,https://www.cloudways.com/blog/ecommerce-success-story-of-maple-holistics/,-16,0,0.00,0.59,185,"55, 55, 55, 34, 34, 30, 34, 44, 34, 24, 34, 30",2026-07-18,People also ask,,
magento ecommerce seo,10,6,1000,14,0.00,informational,https://www.cloudways.com/blog/magento-seo/,-16,0.01,0.00,0.33,87,"55, 24, 100, 81, 62, 81, 81, 100, 81, 62, 45, 45",2026-07-13,Organic,,Video Carousel
managed woocommerce hosting,0,1,720,67,28.58,informational,https://www.cloudways.com/en/woocommerce-hosting.php,-16,0,0.00,0.15,121,"39, 39, 59, 59, 88, 72, 72, 88, 88, 72, 100, 100",2026-07-05,AI overview,,
