Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
netlify functions,2,2,22200,40,0.00,https://docs.netlify.com/build/functions/overview/,577,0.34,0.00,0.01,105,"0, 0, 0, 0, 0, 0, 0, 0, 1, 44, 100, 0",2026-07-22,"Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
netlify free hosting,1,1,720,50,6.13,https://www.netlify.com/,576,0.34,3530.00,0.25,126,"10, 13, 18, 24, 7, 10, 13, 4, 7, 24, 10, 16",2026-06-20,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, Discussions and forums",informational,Organic
netilify,1,1,720,79,2.26,https://www.netlify.com/,576,0.34,1301.00,0.07,156,"16, 8, 31, 68, 100, 46, 37, 5, 25, 68, 16, 68",2026-06-09,"Knowledge panel, Sitelinks, Video, Video Carousel, Related searches",navigational,Organic
netlify hosting,1,1,590,36,7.51,https://www.netlify.com/,472,0.28,3544.00,0.25,124,"30, 67, 100, 30, 36, 45, 30, 30, 30, 36, 45, 45",2026-06-25,"Sitelinks, Reviews, Video, Ads bottom, Video Carousel, People also ask, Related searches",navigational,Organic
netlify games,1,1,590,32,0.00,https://www.netlify.com/blog/netlify-entertainment-system/,472,0.28,0.00,0.33,124,"30, 36, 62, 24, 36, 30, 30, 36, 30, 30, 36, 24",2026-06-28,"Sitelinks, Video, People also ask, Related searches",navigational,Organic
nerlify,1,1,590,56,1.75,https://www.netlify.com/,472,0.28,826.00,0.08,0,"100, 16, 0, 0, 0, 20, 0, 0, 0, 1, 1, 8",2026-07-10,"Knowledge panel, Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, Ads middle",navigational,Organic
netlify free tier,1,1,590,23,11.80,https://www.netlify.com/pricing/,472,0.28,5569.00,0.06,98,"24, 30, 55, 76, 10, 30, 30, 13, 30, 100, 55, 67",2026-06-15,"Sitelinks, Reviews, Video, People also ask, Related searches, AI overview","navigational, transactional",Organic
netilfy,1,1,590,80,1.75,https://www.netlify.com/,472,0.28,826.00,0.08,0,"13, 55, 100, 55, 13, 55, 36, 30, 45, 24, 45, 55",2026-06-28,"Knowledge panel, Sitelinks, Reviews, Video, Related searches",navigational,Organic
fluffy-pony-316cb6.netlify.app,1,1,480,33,0.00,https://app.netlify.com/,384,0.23,0.00,0,249,"100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",2026-06-07,"Sitelinks, Video, People also ask",navigational,Organic
netlifu,1,1,480,64,0.00,https://www.netlify.com/,384,0.23,0.00,0,0,"8, 36, 62, 10, 5, 30, 5, 100, 6, 62, 13, 0",2026-07-01,"Knowledge panel, Sitelinks, Reviews, Ads top, Ads bottom, People also ask, Related searches",navigational,Organic
netlifiy,1,1,480,59,1.75,https://www.netlify.com/,384,0.23,672.00,0.08,0,"39, 72, 100, 88, 32, 39, 7, 39, 5, 48, 59, 88",2026-07-01,"Knowledge panel, Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches",navigational,Organic
netlifty,1,1,480,69,2.26,https://www.netlify.com/,384,0.23,867.00,0.07,0,"54, 81, 81, 12, 81, 23, 100, 29, 29, 23, 36, 54",2026-06-25,"Knowledge panel, Sitelinks, Reviews, Video, Ads top, Ads bottom, People also ask, Related searches",navigational,Organic
netlify seo,1,1,1300,14,12.41,https://answers.netlify.com/t/how-does-seo-work-with-netlify/156055,322,0.19,3996.00,0.07,107,"7, 13, 20, 66, 27, 52, 16, 36, 100, 27, 16, 3",2026-06-03,"Sitelinks, Video, Ads bottom, People also ask, Related searches",navigational,Organic
netligy,1,1,390,63,1.75,https://www.netlify.com/,312,0.18,546.00,0.08,0,"17, 59, 100, 59, 39, 39, 9, 26, 11, 32, 32, 11",2026-07-22,"Knowledge panel, Sitelinks, People also ask, Related searches",navigational,Organic
neftily,1,1,390,61,0.00,https://www.netlify.com/,312,0.18,0.00,0.23,428,"0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0",2026-07-13,"Sitelinks, Reviews, Video, Ads top, Ads bottom, People also ask, Related searches, AI overview",navigational,Organic
netlify free,1,1,390,60,6.17,https://www.netlify.com/blog/introducing-netlify-free-plan/,312,0.18,1925.00,0.32,97,"16, 45, 100, 20, 20, 24, 16, 20, 24, 24, 36, 24",2026-07-01,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches",navigational,Organic
netlifyapp,1,1,390,44,6.19,https://www.netlify.com/,312,0.18,1931.00,0.18,132,"1, 2, 59, 100, 39, 59, 17, 14, 48, 2, 48, 72",2026-06-07,"Sitelinks, Video, Ads top, Ads bottom, Video Carousel, People also ask, Related searches",navigational,Organic
netify app,1,1,390,48,6.19,https://www.netlify.com/,312,0.18,1931.00,0.18,133,"3, 4, 3, 4, 81, 100, 24, 20, 5, 6, 8, 10",2026-05-30,"Video, Video Carousel, People also ask, Related searches",navigational,Organic
netlify app games,1,1,390,23,0.00,https://www.netlify.com/,312,0.18,0.00,0.33,131,"48, 48, 48, 100, 26, 39, 11, 26, 11, 32, 26, 14",2026-06-11,"Sitelinks, Video, People also ask, Related searches",navigational,Organic
app.netlify,1,1,390,44,7.62,https://app.netlify.com/,312,0.18,2377.00,0.16,0,"0, 3, 100, 4, 3, 7, 5, 4, 5, 7, 20, 24",2026-07-01,"Sitelinks, Reviews, Video, People also ask",navigational,Organic
netifiy,1,1,390,57,1.75,https://www.netlify.com/,312,0.18,546.00,0.08,0,"0, 100, 0, 0, 0, 0, 7, 8, 0, 7, 5, 0",2026-06-28,"Knowledge panel, Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches",navigational,Organic
netlifuy,1,1,390,79,1.75,https://www.netlify.com/,312,0.18,546.00,0.08,0,"100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",2026-07-05,"Knowledge panel, Sitelinks, Reviews, Video, Ads top, People also ask, Related searches, Ads middle",navigational,Organic
netlify functions,3,3,22200,40,0.00,https://docs.netlify.com/build/functions/get-started/,310,0.18,0.00,0.01,105,"0, 0, 0, 0, 0, 0, 0, 0, 1, 44, 100, 0",2026-07-22,"Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
netlify deploy,1,1,320,27,10.12,https://www.netlify.com/,256,0.15,2590.00,0.16,104,"17, 17, 59, 100, 11, 14, 17, 11, 32, 14, 21, 32",2026-06-18,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",navigational,Organic
netlify],1,1,320,59,1.75,https://www.netlify.com/,256,0.15,448.00,0.08,0,"1, 25, 52, 2, 1, 1, 100, 1, 2, 2, 2, 11",2026-07-04,"Knowledge panel, Sitelinks, Reviews, Video, Ads top, Ads bottom, Video Carousel, People also ask, Related searches",navigational,Organic
netlify website,1,1,320,74,7.78,https://www.netlify.com/,256,0.15,1991.00,0.35,106,"8, 45, 100, 13, 16, 10, 10, 13, 16, 13, 16, 16",2026-07-01,"Knowledge panel, Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches",navigational,Organic
netlify integrations,1,1,320,41,0.00,https://www.netlify.com/integrations/,256,0.15,0.00,0.03,109,"4, 59, 100, 14, 21, 26, 32, 26, 26, 21, 26, 7",2026-07-18,"Sitelinks, People also ask, Related searches",navigational,Organic
netlofy,1,1,320,76,2.26,https://www.netlify.com/,256,0.15,578.00,0.07,160,"13, 1, 20, 41, 16, 1, 8, 16, 7, 13, 10, 16",2026-06-05,"Knowledge panel, Sitelinks, Video, Related searches",navigational,Organic
netify drop,1,1,320,33,7.38,https://app.netlify.com/drop,256,0.15,1889.00,0.16,40,"100, 0, 0, 3, 0, 2, 0, 2, 0, 1, 54, 8",2026-07-21,"Sitelinks, Video Carousel, Related searches",navigational,Organic
netlifgy,1,1,320,79,0.00,https://www.netlify.com/,256,0.15,0.00,0,0,"100, 0, 20, 41, 0, 0, 0, 0, 0, 0, 0, 0",2026-06-11,"Knowledge panel, Sitelinks, Reviews, Video, People also ask, Related searches",navigational,Organic
netflify drop,1,1,320,24,7.38,https://app.netlify.com/drop,256,0.15,1889.00,0.16,134,"76, 20, 0, 10, 0, 0, 13, 0, 0, 0, 100, 55",2026-07-18,"Sitelinks, Reviews, Video, Video Carousel, Related searches, Discussions and forums",navigational,Organic
netlify web hosting,1,1,320,34,6.66,https://www.netlify.com/,256,0.15,1704.00,0.1,132,"11, 59, 100, 17, 14, 9, 21, 5, 21, 39, 48, 48",2026-06-28,"Sitelinks, Video, Video Carousel, People also ask, Related searches",navigational,Organic
netlify updates,1,1,320,49,0.00,https://www.netlify.com/changelog/,256,0.15,0.00,0,108,"10, 100, 0, 0, 0, 0, 0, 0",2026-06-18,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, AI overview",navigational,Organic
netlifyy,1,1,320,51,1.75,https://www.netlify.com/,256,0.15,448.00,0.08,0,"0, 0, 0, 100, 0, 0, 0, 0, 24, 0, 1, 8",2026-06-26,"Knowledge panel, Sitelinks, Reviews, Video, Video Carousel, Related searches",navigational,Organic
netlify careers,1,1,320,20,0.00,https://www.netlify.com/careers/,256,0.15,0.00,0.01,109,"13, 8, 55, 100, 16, 16, 10, 10, 10, 24, 16, 16",2026-06-21,"Reviews, Video, Related searches",commercial,Organic
free gmail.netlify,1,1,1000,13,3.06,https://app.netlify.com/signup/email,248,0.14,758.00,0.15,106,"0, 3, 81, 100, 100, 0, 36, 0, 0, 0, 0, 0",2026-06-03,"Video, People also ask",navigational,Organic
netlfy,1,1,880,57,2.26,https://www.netlify.com/,218,0.13,492.00,0.07,163,"100, 37, 31, 68, 52, 11, 52, 11, 20, 25, 20, 52",2026-06-02,"Knowledge panel, Video, People also ask, Related searches",navigational,Organic
netlify cms,1,1,880,37,5.98,https://www.netlify.com/integrations/content-management/,218,0.13,1303.00,0.12,130,"30, 36, 54, 79, 30, 30, 30, 30, 41, 41, 30, 24",2026-05-30,"Video, Ads bottom, Video Carousel, People also ask, Related searches","informational, transactional",Organic
free gmail.netlify.app,2,2,1600,11,0.00,https://app.netlify.com/login,211,0.12,0.00,0.04,101,"54, 100, 0, 35, 0, 0, 0, 0, 0, 0, 0",2026-05-30,"Video, Ads bottom, People also ask",navigational,Organic
netlify cli,1,1,260,44,12.85,https://docs.netlify.com/api-and-cli-guides/cli-guides/get-started-with-cli/,208,0.12,2672.00,0.01,105,"54, 54, 81, 54, 43, 43, 35, 43, 43, 43, 66, 66",2026-07-10,"Sitelinks, Video, Related searches, AI overview",navigational,Organic
netlify website hosting,1,1,260,40,6.66,https://www.netlify.com/,208,0.12,1385.00,0.1,132,"3, 48, 100, 5, 4, 26, 11, 21, 7, 39, 14, 14",2026-07-18,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches",navigational,Organic
nellify,1,1,260,65,1.27,https://www.netlify.com/,208,0.12,264.00,0.33,0,"2, 2, 4, 11, 1, 1, 34, 1, 3, 3, 3, 30",2026-06-14,"Knowledge panel, Sitelinks, Reviews, Video, Ads top, Ads bottom, Video Carousel, Related searches",navigational,Organic
netily,1,1,260,86,2.26,https://www.netlify.com/,208,0.12,470.00,0.07,0,"20, 100, 30, 30, 16, 5, 1, 2, 3, 2, 3, 6",2026-06-22,"Knowledge panel, Sitelinks, Reviews, Video, Ads top, Ads bottom, Video Carousel, People also ask, Related searches",navigational,Organic
netlifh,1,1,260,80,2.26,https://www.netlify.com/,208,0.12,470.00,0.07,0,"1, 1, 48, 100, 4, 1, 1, 1, 17, 2, 72, 48",2026-06-13,"Knowledge panel, Sitelinks, Reviews, Video, Ads top, Ads bottom, People also ask, Related searches",navigational,Organic
netlify com,1,1,260,56,3.39,https://www.netlify.com/,208,0.12,705.00,0.14,0,"23, 23, 28, 54, 44, 44, 15, 28, 28, 54, 54, 100",2026-06-14,"Sitelinks, Reviews, Video, Related searches",navigational,Organic
netlifyt,1,1,260,67,1.75,https://www.netlify.com/,208,0.12,364.00,0.08,0,"4, 66, 66, 6, 6, 100, 36, 6, 6, 9, 54, 15",2026-07-20,"Knowledge panel, Sitelinks, Reviews, Video, People also ask, Related searches",navigational,Organic
betlify,1,1,260,64,2.26,https://www.netlify.com/,208,0.12,470.00,0.07,0,"100, 0, 0, 1, 1, 1, 1, 1, 8, 1, 1, 2",2026-06-21,"Knowledge panel, Sitelinks, Reviews, Video, People also ask, Related searches",navigational,Organic
netlify:,1,1,260,66,1.75,https://www.netlify.com/,208,0.12,364.00,0.08,0,"0, 0, 0, 0, 0, 1, 100, 13, 0, 37, 0, 0",2026-07-11,"Knowledge panel, Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches",navigational,Organic
netlify.drop,1,1,260,32,7.21,https://app.netlify.com/drop,208,0.12,1499.00,0.21,146,"0, 0, 0, 0, 0, 0, 0, 67, 0, 1, 67, 100",2026-06-07,"Sitelinks, Video, Ads top, Ads bottom, Video Carousel",navigational,Organic
netlify cost,1,1,260,30,8.82,https://www.netlify.com/pricing/,208,0.12,1834.00,0.09,89,"11, 59, 100, 11, 9, 11, 9, 9, 11, 11, 17, 17",2026-07-20,"Sitelinks, Reviews, Video, People also ask, Related searches","navigational, transactional",Organic
netfify,1,1,260,57,1.75,https://www.netlify.com/,208,0.12,364.00,0.08,0,"8, 36, 100, 5, 3, 3, 20, 3, 5, 6, 30, 30",2026-06-26,"Knowledge panel, Sitelinks, Reviews, Video, People also ask, Related searches",navigational,Organic
netlifi,1,1,260,67,1.75,https://www.netlify.com/,208,0.12,364.00,0.08,0,"16, 20, 2, 36, 1, 7, 8, 1, 5, 2, 16, 2",2026-07-20,"Knowledge panel, Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches",navigational,Organic
freegmail.netlify,1,1,720,37,3.74,https://app.netlify.com/signup/email,178,0.1,665.00,0.15,106,"3, 81, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0",2026-06-28,"Sitelinks, Reviews, Video",transactional,Organic
netlifly,1,1,720,77,2.26,https://www.netlify.com/,178,0.1,402.00,0.07,165,"79, 20, 30, 54, 16, 13, 20, 16, 13, 36, 16, 30",2026-06-01,"Knowledge panel, Video, People also ask, Related searches",navigational,Organic
netliy,1,1,210,51,1.75,https://www.netlify.com/,168,0.1,294.00,0.08,0,"3, 16, 1, 3, 4, 13, 16, 20, 36, 16, 13, 6",2026-07-22,"Knowledge panel, Sitelinks, Reviews, Video, People also ask, Related searches",navigational,Organic
free gmail netlify app,1,1,210,17,0.00,https://app.netlify.com/signup/email,168,0.1,0.00,0.04,126,"0, 13, 16, 30, 100, 36, 1, 1, 1, 1, 0, 1",2026-06-05,"Sitelinks, Video, Ads bottom, People also ask, Related searches",navigational,Organic
https://fluffy-pony-316cb6.netlify.app/,1,1,210,68,0.00,https://app.netlify.com/,168,0.1,0.00,0,266,"100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",2026-06-29,"Sitelinks, Reviews, Video",navigational,Organic
netlify redirects,1,1,210,31,0.00,https://docs.netlify.com/manage/routing/redirects/overview/,168,0.1,0.00,0.33,108,"11, 11, 59, 100, 14, 9, 9, 7, 7, 7, 7, 5",2026-06-19,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches","informational, navigational",Organic
netliffy,1,1,210,88,2.26,https://www.netlify.com/,168,0.1,379.00,0.07,164,"3, 4, 48, 100, 17, 4, 3, 2, 3, 32, 5, 9",2026-06-10,"Knowledge panel, Sitelinks, Video, People also ask, Related searches",navigational,Organic
netlify support,1,1,210,39,3.13,https://www.netlify.com/support/,168,0.1,525.00,0.06,96,"5, 7, 59, 100, 11, 5, 7, 7, 7, 7, 9, 9",2026-06-16,"Sitelinks, Reviews, People also ask, Related searches","navigational, transactional",Organic
netufy,1,1,210,92,2.26,https://www.netlify.com/,168,0.1,379.00,0.07,0,"100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",2026-06-18,"Knowledge panel, Sitelinks, Reviews, Video, Ads bottom, Video Carousel, People also ask, Related searches",navigational,Organic
netlify.ap,1,1,210,75,5.78,https://app.netlify.com/,168,0.1,971.00,0.19,106,"0, 0, 1, 0, 0, 100, 2, 8, 6, 10, 45, 30",2026-07-10,"Sitelinks, Reviews, Video, Ads top, Ads bottom, People also ask",navigational,Organic
netlifydrop,1,1,210,34,7.38,https://app.netlify.com/drop,168,0.1,1239.00,0.16,136,"54, 0, 0, 0, 1, 0, 0, 0, 44, 2, 100, 81",2026-07-18,"Sitelinks, Video, Video Carousel, Related searches, Discussions and forums","commercial, navigational",Organic
netlify apps,1,1,210,42,6.19,https://www.netlify.com/,168,0.1,1039.00,0.18,130,"2, 32, 48, 100, 9, 0, 26, 5, 5, 26, 5, 7",2026-06-25,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches",navigational,Organic
neltify,1,1,210,55,1.75,https://www.netlify.com/,168,0.1,294.00,0.08,0,"3, 16, 5, 24, 4, 4, 3, 16, 5, 13, 36, 36",2026-07-22,"Knowledge panel, Sitelinks, Reviews, Video, People also ask, Related searches, AI overview",navigational,Organic
netlify's,1,1,210,60,2.26,https://www.netlify.com/,168,0.1,379.00,0.07,0,"1, 1, 48, 100, 4, 72, 1, 1, 1, 1, 1, 48",2026-06-22,"Knowledge panel, Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, Short videos",navigational,Organic
netlify serverless functions,1,2,210,37,0.00,https://www.netlify.com/blog/intro-to-serverless-functions/,168,0.1,0.00,0.01,45,"8, 36, 62, 6, 4, 4, 4, 4, 5, 5, 4, 1",2026-07-22,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches",informational,Organic
netlify cdn,1,1,210,38,13.38,https://www.netlify.com/platform/core/edge/,168,0.1,2247.00,0.1,55,"9, 59, 100, 7, 7, 7, 9, 11, 11, 11, 14, 2",2026-07-19,"Sitelinks, Reviews, Video, People also ask, Related searches","navigational, transactional",Organic
netlify.app,3,3,2400,61,5.78,https://app.netlify.com/login,156,0.09,901.00,0.19,14700000,"54, 44, 100, 5, 35, 19, 12, 12, 12, 19, 29, 29",2026-07-19,"Sitelinks, Reviews, Video, People also ask, AI overview",informational,Organic
netlify forms,1,1,590,22,5.95,https://docs.netlify.com/manage/forms/setup/,146,0.08,868.00,0.14,105,"30, 36, 76, 100, 45, 55, 36, 30, 36, 55, 36, 36",2026-05-30,"Sitelinks, Video, Video Carousel, People also ask, Related searches",navigational,Organic
netifly,1,1,5400,72,1.75,https://www.netlify.com/,140,0.08,245.00,0.08,0,"29, 29, 36, 36, 23, 23, 66, 23, 36, 44, 100, 81",2026-07-18,"Knowledge panel, Sitelinks, Reviews, Video, Related searches, AI overview",navigational,Organic
netkify,1,1,170,84,1.75,https://www.netlify.com/,136,0.08,238.00,0.08,0,"1, 48, 100, 4, 2, 1, 1, 2, 32, 3, 4, 0",2026-07-16,"Knowledge panel, Sitelinks, People also ask, Related searches",navigational,Organic
netlify visual editor,1,1,170,15,7.35,https://docs.netlify.com/manage/visual-editor/overview/,136,0.08,999.00,0.13,106,"5, 5, 48, 100, 7, 3, 2, 2, 2, 2, 2, 2",2026-06-15,"Sitelinks, Video, Video Carousel, Related searches","navigational, transactional",Organic
netflity,1,1,170,32,3.31,https://www.netlify.com/,136,0.08,450.00,0.01,884,"5, 7, 48, 100, 5, 5, 7, 9, 7, 4, 11, 9",2026-06-18,"Sitelinks, Reviews, Video, Ads top, Ads bottom, People also ask, Related searches",navigational,Organic
netlify websites,1,1,170,26,7.78,https://www.netlify.com/,136,0.08,1058.00,0.35,141,"9, 48, 100, 7, 4, 4, 9, 11, 4, 5, 5, 9",2026-07-08,"Knowledge panel, Sitelinks, Video, Video Carousel, Related searches",navigational,Organic
netfly hosting,1,1,170,33,6.94,https://www.netlify.com/,136,0.08,943.00,0.21,121,"1, 15, 3, 100, 7, 23, 23, 23, 12, 7, 12, 19",2026-06-18,"Sitelinks, Reviews, Video, Video Carousel, People also ask",navigational,Organic
.netlify,1,1,170,79,2.26,https://www.netlify.com/,136,0.08,307.00,0.07,0,"1, 3, 1, 1, 3, 3, 100, 1, 3, 4, 81, 4",2026-06-20,"Knowledge panel, Sitelinks, Reviews, Video, People also ask",navigational,Organic
netlify nextjs,1,1,170,47,0.00,https://docs.netlify.com/build/frameworks/framework-setup-guides/nextjs/overview/,136,0.08,0.00,0.01,106,"11, 59, 100, 7, 11, 7, 4, 5, 4, 3, 4, 2",2026-07-17,"Sitelinks, Video, Video Carousel, Related searches","informational, navigational",Organic
netlify/drop,1,1,170,47,7.21,https://app.netlify.com/drop,136,0.08,980.00,0.21,147,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100",2026-06-10,"Sitelinks, Video, Ads bottom, Video Carousel, People also ask, Related searches",navigational,Organic
netlify templates,1,1,170,19,3.42,https://www.netlify.com/integrations/templates/,136,0.08,465.00,0.24,109,"7, 59, 100, 11, 7, 11, 9, 5, 5, 3, 5, 2",2026-07-11,"Sitelinks, Reviews, Video, Related searches","navigational, transactional",Organic
netifly drop,1,1,170,31,0.00,https://app.netlify.com/drop,136,0.08,0.00,0,140,"0, 0, 0, 0, 0, 4, 0, 100, 0, 2, 0, 0",2026-07-13,"Sitelinks, Video, Related searches",navigational,Organic
netlify dashboard,1,1,170,23,3.07,https://app.netlify.com/,136,0.08,417.00,0.03,0,"13, 1, 1, 1, 1, 3, 5, 100, 6, 16, 10, 8",2026-07-08,"Sitelinks, Reviews, Video, Ads top, Related searches",navigational,Organic
nettlify,1,1,170,62,2.26,https://www.netlify.com/,136,0.08,307.00,0.07,0,"4, 4, 100, 81, 6, 43, 54, 6, 6, 22, 54, 43",2026-06-16,"Knowledge panel, Sitelinks, Reviews, Video, People also ask, Related searches",navigational,Organic
netlify api,1,1,170,42,0.00,https://docs.netlify.com/api-and-cli-guides/api-guides/get-started-with-api/,136,0.08,0.00,0.02,106,"7, 59, 100, 9, 2, 7, 7, 2, 7, 5, 11, 2",2026-07-21,"Sitelinks, Video, Video Carousel, People also ask, Related searches",informational,Organic
netlify wordpress,1,1,170,26,0.00,https://www.netlify.com/with/wordpress/,136,0.08,0.00,0.11,103,"5, 59, 100, 5, 3, 3, 4, 4, 2, 3, 3, 2",2026-07-03,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
netlify pricing plans,1,1,170,31,0.00,https://www.netlify.com/pricing/,136,0.08,0.00,0.05,90,"100, 53, 34, 81, 81, 53, 43, 28, 43, 21, 53, 6",2026-06-26,"Sitelinks, Reviews, Video, People also ask, Related searches","navigational, transactional",Organic
netlify dns,1,1,170,21,16.34,https://docs.netlify.com/manage/domains/set-up-netlify-dns/,136,0.08,2222.00,0.05,107,"3, 2, 100, 9, 17, 7, 7, 5, 7, 2, 7, 17",2026-07-19,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",navigational,Organic
netify cms,1,1,170,41,5.98,https://www.netlify.com/integrations/content-management/,136,0.08,813.00,0.12,128,"0, 0, 45, 100, 2, 16, 0, 0, 0, 0, 0, 0",2026-06-20,"Sitelinks, Reviews, Video, Ads bottom, Video Carousel, People also ask, Related searches",informational,Organic
